id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.0037397516520129123,0.006399313411351507,0.0019687728805231753,0.010159145666747492,0.002461050041822115,0.0006724338712758116,0.002590641257402993,0.009471266421376415,0.003986817848658123,0.00485776775531216,0.0010836827644119054,0.004186729679304501,0.0016912212703405506,0.0017857725302140048,0.004415039184103015,0.003182517434142149,0.004703354962719991,0.0007461167686619673,0.006402536402789792,0.004383429266302419,0.015166767804293295,0.001678322564475683,0.007667324063878552,0.001968714740611872,0.004992376935582904,0.0018367384872254675,0.013680950807695769,0.012739612385240545,0.00225917146296793,0.002980266266226448,0.0014751291417285663,0.004820790763631335,0.007144839564953593,0.004320146807704054,0.005471616024438417,0.005393716263136362,0.005744259469407993,0.0019751268092107976,0.00618378970875994,0.0041958577819794386,0.003219455313071339,0.005172263377887119,0.001959639938354237,0.00323997776860675,0.004455465048590909,0.01019880838630254,0.017388985885918782,0.0014315088109109722,0.003044796500066917,0.0069569073044758855,0.008737044159003074,0.5203607400551385,0.003536292937186672,0.00588494138913732,0.000234146636070761,0.013268556069424986,0.006776642608282294,0.003477703403187302,0.00957617624133729,0.008024291890985974,0.0036124373062028487,0.004418441805784324,0.003553699722031629,0.001910336289440663,0.005060388303359837,0.0015512852512240948,0.005965926631630107,0.0028062552195347837,0.00045011788517055815,0.0034465675128347996,0.0005751069337621628,0.005018309507674921,0.004553745824473236,0.000666805532290337,0.01369961879533873,0.006771768381856459,0.00368897879025344,0.002735860766915882,0.0062359630253056575,0.0025693208759176764,0.0033641202402717335,0.001908107990340102,0.005237455222457217,0.00571277138322362,0.02046915817411886,0.0036729575777296164,0.0011931058871120456,0.001745349061320172,0.008775233658683532,0.001992223087624064,0.019872841214474062,0.002727846565126399,0.001156914075827804,0.0034239683673197244,0.0015811718341223132,0.0020943370507659656,0.0008825949614732809,0.006402087993629702,0.0009695986468158673
7,0.0012240539298763726,0.0015245563390605464,0.003546414388284065,0.0034464370231606484,0.004583692195435912,0.0012167376819655269,0.03463746797380946,0.006713001571307806,0.003199811140765602,0.005825892286542374,0.0013139883844533115,0.005394949909769803,0.0009002381392264939,0.001428408971901849,0.0014462636209254976,0.0021208351177054783,0.0021677066724177622,0.033891101053512396,0.003071871782732611,0.0043918156695726,0.004830378518788506,0.0005545530318725307,0.009687155290596638,0.004535717746976772,0.0019520541179885902,0.0031705831384900673,0.0020432169906203744,0.003999958852769617,0.008845394192698215,0.001118985097063092,0.013028743006401519,0.00161967344563763,0.0007119391934330855,0.0011853278690883524,0.0035754080791632037,0.003652729367751692,0.016551772840249866,0.0009518489345059046,0.002512530839946996,0.01012294242457379,0.007331986648296188,0.001731431335975362,0.002474914881028876,0.0037656536519723237,0.0015587656582898852,0.00402247537604566,0.0011686732703113712,0.007616802701901138,0.01332277418495334,0.0010027187953097416,0.4544272988590201,0.006516675210463971,0.0016670820909999596,0.010501107247708537,0.006073670238094748,0.006317017954256659,0.0029095782067224186,0.0026524510664096526,0.005513365821548526,0.004005719775014333,0.0037319928093539085,0.008499228194694917,0.001941177020539521,0.0010456902517563204,0.006125660525670254,0.004363681437000782,0.0019831760486096013,0.0028543542605247,0.002540136045125749,0.033070011252474454,0.000501355614326981,0.004793741187734295,0.000682875306161391,0.002048227122818908,0.0025494615040730093,0.0024211540122305013,0.00925459631658784,0.0016270582202163482,0.029771260520037885,0.0022152056359533057,0.0076128094385624874,0.007277553849125568,0.00939495952126297,0.009098795590484068,0.005750683530571374,0.0027276509839748307,0.011262692581769203,0.009490615923771954,0.0019383293440298455,0.004879151849279077,0.0019963186607488328,0.002067195425816457,0.0004602506078165887,0.0007129049554571003,0.006113776204391249,0.00433380619846141,0.023419155366613726,0.004090652073685022,0.004076334802922307
9,0.0009946278693579859,0.3690654294102844,0.006492797102620717,0.0269122444753077,0.03962938732076643,0.006200900416819293,0.0019644905603644885,0.007636850113970155,0.003907396102372116,0.010647409217450972,0.00295862911962469,0.013102580176694674,0.0007620429107443598,0.002998218333811678,0.007796719421705784,0.003910972570386834,0.024226815939114323,0.000521662901233127,0.002279117934685971,0.009843712187384593,0.0005530960079120282,0.007195174266184732,0.0010899476833487651,0.0015109096676838094,0.0025699653524921258,0.023524454160846423,0.006361383251631595,0.0019832131823888572,0.002875079344019973,0.004745036636907644,0.002304176047365292,0.007408143066475739,0.008479568081026878,0.01960438698741355,0.005392057022300677,0.011460534016362071,0.00042567604175646737,0.0036660869907414696,0.0016217998064331925,0.009351077757285282,0.003370305344588977,0.002102828714257338,0.0035036530146423197,0.0014606435126113034,0.003959527167249878,0.00638073083999482,0.0022055860684752214,0.0029512563075195807,0.009346145205549926,0.003728727982159923,0.0030076265218307104,0.0015626100119127105,0.008129046553759319,0.015582210637982253,0.00039083855232157895,0.0018186057974206432,0.046240598771645366,0.006517292685235013,0.001953243849193783,0.002451497132548942,0.010239020426709218,0.0030791660333146023,0.0056867275602550576,0.005481637763040276,0.002910984036031042,0.0014666192360868393,0.007295299116837737,0.00233405152264816,0.00057388502185548,0.006355692917258262,0.0024661908075114918,0.006300748856497371,0.007632423199585249,0.003675319593309966,0.004106575488747181,0.0035078524732542545,0.0017876640744716723,0.002865041883238709,0.0026184717509519623,0.0033833762340874964,0.0010686499581623644,0.0015032985834350647,0.00263370213731776,0.0019776859162530334,0.0035031729900805793,0.035982663536145376,0.00297985054659668,0.007173103193309554,0.003218454514466385,0.008457826985344577,0.0036864226743845794,0.0012623982508481136,0.0011105199670650048,0.005793411203684333,0.0041792029711702336,0.004121163938200138,0.0026786993806213505,0.0050923157693520925,0.029173965361694084
12,0.0006237483317555918,0.04902626040624596,0.005120861086926284,0.00257050061035479,0.0047368030416019965,0.0008802349903510294,0.0022751654495229254,0.0023528361734942616,0.0016194091300301937,0.011266083226844168,0.0065922395822445275,0.005457051285547099,0.026168051654220655,0.029174468889562228,0.0022077789737731932,0.011635800920945316,0.0024880412400875105,0.0036443102761569693,0.005796014731958455,0.3320380033943908,0.003601799799946913,0.005532800914568103,0.01336752417594612,0.00662801352680153,0.0031299892045811837,0.006160241329215601,0.0019753064227819514,0.030374160010309372,0.007310267012467773,0.0021053805113881185,0.0010745873008575209,0.006673005384433956,0.0072019781465568,0.0055142358981109755,0.008308829997055718,0.003291095886373571,0.025450410157628167,0.0032804014810107786,0.0032469650920267917,0.0011363062022150974,0.00428080847024647,0.006877255293913551,0.0048772151439496,0.0009716254154938832,0.0031623656595032006,0.0034821559261753376,0.002651618585922275,0.02590158444292015,0.0009861558856758637,0.0007411315169288371,0.0043282706528535,0.005345301928022377,0.009483450997307354,0.0026963813411725324,0.008817672024973012,0.0029840671586412537,0.00187200240434675,0.003953521537140633,0.009697891521601287,0.0078545644484309,0.004526582292285291,0.003137926289667792,0.01108486871554307,0.008802869800687582,0.00653101734116222,0.007587732459174635,0.003955794547063247,0.0064802900487646795,0.0011796952107455932,0.0009561604148190087,0.0015725603327162887,0.0029775688036123137,0.000998270922872681,0.007152231827421463,0.0040369587344427655,0.0052466319494976045,0.001184242020840557,0.009668305058737269,0.009736296926509626,0.0009911458530922762,0.003505361688277821,0.0017733437726235105,0.017907040458476964,0.0030236146282754707,0.0037547824898314427,0.010673312537029108,0.006078818108565065,0.0011941085915512422,0.0032103681766231934,0.003477835875088078,0.002901032496605244,0.003249490247759975,0.0038228322118577674,0.00854999581099946,0.0020328376454804386,0.03370688223068249,0.0022752836427888928,0.0027531325732655957,0.026300775059053597
13,0.005438035958358732,0.0017180936216969873,0.0035820295050157107,0.0008155486923403504,0.0031229435368449756,0.0013124427416424576,0.0032283173859932695,0.0027235035123181306,0.0036103870645992943,0.007689111861650473,0.003085294774246437,0.02633493362514751,0.009194922565803261,0.009533101245274121,0.57090315729799,0.00548221713750641,0.01224011468160412,0.0010129230950374445,0.002693020871565588,0.00048259563898638794,0.0037310120187824592,0.002781009575037791,0.009229488243349869,0.00225712220898576,0.0016358634544951251,0.00408918819398072,0.005389361216300768,0.0017088448898367342,0.0019744817020048845,0.0013142812931180136,0.005347437641317243,0.0020746363885467346,0.004205313302125805,0.00150603668611444,0.004519514529541829,0.005231431293100335,0.0032790177862669187,0.0020782015579926846,0.009367329973638528,0.004321383720427404,0.0050021044246942635,0.0031666920657553005,0.004777145253025301,0.009074241744340643,0.0010316256211409184,0.00719168322963733,0.0002938808739011922,0.00344530851028361,0.00737639577910101,0.005404108423766039,0.003046485556168249,0.001581278771432292,0.004809275987195709,0.004601320068253337,0.007814357228412633,0.0006499077627381679,0.0011430756051260904,0.0033347986018856133,0.0012162159937635505,0.001445642664197664,0.004930859506322716,0.0033397145674227894,0.001324733223697391,0.007202598676948036,0.004608299367912319,0.0008541392618878804,0.00547076606055561,0.0044814178342456185,0.004129022064301158,0.001899655465144804,0.0109728740015608,0.004546535067031576,0.0020448637845596977,0.0005326663643452839,0.00933825033374189,0.0015792667190059754,0.0033245612256310422,0.0034851047490731084,0.0024698209431381303,0.00503303901391691,0.0014108277274360696,0.0018926202177278967,0.006787381741155537,0.0055984097110552185,0.002252573466998447,0.002781420265439291,0.0007925211645005905,0.0035953492377496124,0.004346753494753171,0.0046527535117217075,0.006109350147306801,0.004035396456892849,0.0030332984767351395,0.008235653666383565,0.007318148329400738,0.004421620663191349,0.01655803301332451,0.00485424837007496,0.003106257454305276
16,0.008410252498733634,0.003125575706903015,0.0031722408005052886,0.18609178462259904,0.004680292975423094,0.0029359569973830485,0.005034405041061268,0.01382791720049369,0.004043580785353041,0.0031794503630431675,0.004189033637989063,0.0033579879153037293,0.006095041387777743,0.008129216471927828,0.007048789114133865,0.008981745896052403,0.00573528833653351,0.0029022004431526966,0.0053204061670146215,0.007871760862544678,0.012800717539146347,0.00923034196570338,0.00854887001179832,0.005315337296322398,0.008769153221842891,0.005467821875059621,0.010438248978693117,0.002831264912553512,0.002496271394227989,0.0014547730504365166,0.004545074300411034,0.002969308114891035,0.008140236532983217,0.003112027442837999,0.008619736822542001,0.005578710428826713,0.004358517451875328,0.004718877585618581,0.006417305198371131,0.008087090086850839,0.010286852970375123,0.020550383406283672,0.01621319871098723,0.026418347171166406,0.005082600403132339,0.010305302757315041,0.008732783770016623,0.0025353117354803656,0.004688758394743161,0.0037696010959231896,0.0035771901043130127,0.006958401529240359,0.036005277477262,0.0048439171719849424,0.0019910955742876405,0.010872573596033181,0.004334831515641839,0.013217100228214302,0.014350770401347974,0.007628412901421588,0.0035818478896881226,0.0022151768261703627,0.011005329673317797,0.005359489237980278,0.0019119196325161115,0.006707735085936025,0.0017032507939475543,0.026828760498489902,0.006809854678623391,0.005812117031825955,0.003913981694633841,0.013547065746619603,0.0037200202347323834,0.0030044093300027764,0.004765569682808064,0.008833105604622965,0.00602438617165607,0.005437227505628597,0.0029109726454331496,0.004791995930454231,0.0014221173352987294,0.00829912492449929,0.007937605171226006,0.05313106543750075,0.0035006737953469746,0.0072953566547841,0.04705847473192163,0.0026585227235592073,0.0022958375834906375,0.00914695120128422,0.007789675865804466,0.002930397959532669,0.0016068530021484397,0.022450636638608308,0.01799797520194658,0.004036010439343921,0.009035092047805128,0.01725173051987533,0.014876360520846385
19,0.007865192144436657,0.005868204289240886,0.0033495046298328557,0.351408925721731,0.003799483035822915,0.0018912870524412087,0.005406877476918614,0.0036620510441369835,0.004223833718250124,0.0058192581477622156,0.0026396277999087532,0.0026107750744589855,0.00690477018173691,0.007198396780835145,0.006018126991346321,0.00800072196934365,0.012225652918121013,0.0017571972261833594,0.005732366100260867,0.007270517245875412,0.005278563122325099,0.003403962577944783,0.004024600840349413,0.0039028924038070293,0.006859851374775041,0.008757508772074653,0.003005563621734083,0.0028169257654455785,0.00586738706089274,0.0016428159372324281,0.0013871885280755756,0.01044999514237293,0.007320374380919481,0.00286413194055716,0.006116942628386118,0.006878880945573853,0.00830661818068795,0.004866058749903893,0.01018496973273218,0.013951768013522298,0.0030344027200233307,0.011025906423922293,0.008198537384868202,0.010862897441288424,0.007514770460558581,0.0073820147687914395,0.010737087198967488,0.003110654033671342,0.0022455445146655137,0.003663235779072686,0.01105653648301912,0.005273298602798885,0.010891582417612889,0.006863150603330418,0.001106724491574316,0.0022112906331764625,0.01689549535857636,0.006120826836060147,0.01414026228168918,0.008534186774092798,0.008858746621956145,0.003038314468888853,0.0056871139823195535,0.0051160040546530975,0.005822122265031067,0.028242065343211806,0.003276869630924854,0.010449353804471482,0.011836808854858296,0.0041411328715458984,0.00118051282238166,0.00550452299709055,0.002586581917435444,0.0019681471069572048,0.0026022703430325887,0.0036378678489408173,0.009614586818861438,0.00558142459884941,0.0016670964514592088,0.001445665971396893,0.0020108819346467896,0.009278241933452095,0.007878488415968613,0.00534561219697176,0.00458852344858703,0.004220185485845721,0.005770269237252958,0.01112062133075143,0.002278108106304972,0.006048014072206154,0.00692080235034986,0.00734656081437925,0.0037396211878945994,0.006507714787061421,0.04286495291322438,0.002908743567158424,0.002204115966810931,0.005387738519699501,0.018915420481451617
23,0.003342116810418731,0.010426911657672839,0.00772837741107623,0.02286944518131225,0.0032045119975576243,0.0327294417044209,0.003753276279561317,0.004519319596026225,0.0022295305493574063,0.004813873688493729,0.0007320220824670302,0.0029936294350063988,0.008577308001078192,0.0090856099683927,0.004583633512153274,0.03983657952152252,0.0023437994302728826,0.0036180276230852668,0.006888685796122029,0.0019281307388762494,0.0130333692158566,0.0005225193187088561,0.0015293591531212584,0.0019805079098740895,0.0037066857504233406,0.0021775580904151875,0.0029376890266079514,0.003456245021103678,0.22282998962134476,0.11451589083720815,0.025120573648181554,0.005365515449246177,0.0015495477037548587,0.0017043968137515156,0.005102017185386586,0.0038884797225229276,0.001893924367934773,0.014683846373120233,0.00212482648043947,0.006223511781897872,0.0014438401212046683,0.0016716513262803928,0.05743140867797726,0.004644747958345473,0.0023409060140580093,0.003925502606749442,0.0007241281115290183,0.001715109393444047,0.007958122366450984,0.0027891315068412515,0.0036905274591421114,0.008696177708822922,0.0017367755800283952,0.006946899771316301,0.0006055875013894206,0.012597603230270128,0.0387071627089322,0.0036757084593033377,0.007852637886638805,0.0005842073880926358,0.00229632064077298,0.004940997881840919,0.0024242490494871356,0.005815747098626895,0.002149486948170488,0.00953080310999439,0.02078730553320316,0.0014736537999914502,0.0011908773044639529,0.0033706503699245387,0.0039030792774722173,0.006141489836882841,0.0008700799145859473,0.002510509034264801,0.002351210563614801,0.000873439509349805,0.018659244625107575,0.001460519485581052,0.005834510512645818,0.0017351307428666782,0.022301852944785573,0.009906975779313617,0.0035554161753703875,0.0001927650683954811,0.009233791511009356,0.004519321250104712,0.0009347078132769714,0.01533355393313974,0.00292710615715182,0.002274316970801505,0.004672766099348547,0.016307743781735554,0.0014406429634729516,0.009177221151064415,0.0013786742626075666,0.002244648532794901,0.004971054129630242,0.0015822511719695406,0.008437364832589118
24,0.012211907191514423,0.007251880773125719,0.004374809100793356,0.0007084258661025555,0.0012800014053700854,0.014685136906999399,0.0031858671745573154,0.004348506352016208,0.01993060227139897,0.0024196893915675605,0.013316746642636795,0.002335448468288616,0.001208331601825107,0.003455612715775547,0.0013266996977066318,0.0025180063892781043,0.004238226089515939,0.0020530286239842845,0.002510387275699017,0.0031850752292785483,0.0021472904970066937,0.005635491296340972,0.0005652757227646119,0.004858606112028799,0.0007666226774267408,0.0024599014007359427,0.006859712017290911,0.002971162860740707,0.0033932530433262273,0.00046667111547654,0.0013945731157344104,0.0036261347917492435,0.0024603351440090123,0.0029732584198595637,0.004576676729480381,0.0015281539220475648,0.004158547058272428,0.00188494298079107,0.0024192292194058582,0.023376989303855903,0.0016155128254097672,0.0010451890012551375,0.0016565498910162918,0.0038686673329512587,0.0029468942278149317,0.003980634087457847,0.0003952543256844806,0.0020086305375520003,0.0036547242235442806,0.0029050611814107966,0.0018927652319822236,0.0039271074751542605,0.003306540863452314,0.0007369567446325244,0.005894089151952484,0.0020153873388370673,0.001970624869730409,0.0014473904652762893,0.013053462064584697,0.00617103907506336,0.0023940293997535235,0.002754517365818637,0.0013786376832607356,0.002065812256208326,0.002067660637616365,0.001914837492440858,0.001340222291595784,9.79989091239875e-05,0.0009666351923234076,0.010870418063662155,0.009948556850209022,0.0031260684780649614,0.01107388735518755,0.0026005263460092834,0.004947579337573015,0.0015951814638455498,0.0012034224690188626,0.004655597123807966,0.007772448066693341,0.005065498373377725,0.002363886148246995,0.0019071408384347273,0.0023881579096127667,0.004458500214474891,0.6212405899519177,0.004262271398845081,0.001917149367189493,0.0006751616087085934,0.0014887055237637582,0.005083004008244973,0.0015819938828499998,0.003021076605305956,0.0045161008737118116,0.00230087904131762,0.003978755035738386,0.002940090697595486,0.0031456231375420686,0.003558726425852593,0.0017729546645158752
28,0.014069649981852624,0.0052037126490610975,0.00886449736610551,0.010634222273278104,0.002879866996198842,0.008433839326823539,0.013784869173102659,0.04205399448011907,0.3500969307126124,0.0021889929709555953,0.016820594908784823,0.013591387830401185,0.011433585354376628,0.0026215107038735893,0.01964308501576125,0.005260474634880202,0.011342568545952569,0.004472923684401744,0.0062199262270500495,0.008619089339330695,0.0013432770264587466,0.008261944699964071,0.001557061267641109,0.00827992391349966,0.00410554913410612,0.0023643352975866298,0.0015488566550432093,0.0014333432848735478,0.0028817474803617773,0.0025934717301393777,0.001719451952182195,0.002617300589693843,0.007686745184066074,0.015721101080441745,0.007684618616602557,0.004371764618027414,0.003417575136619172,0.0022299475792868905,0.002162953601198443,0.007477401570491567,0.014116695704058182,0.001252865482307138,0.004368179704036291,0.0012963257445924037,0.0077934290333450985,0.002079885253689139,0.0026953596003684876,0.008206047741870977,0.007883982752848616,0.0016102703784917692,0.0038482057391509296,0.0008812523497483318,0.00428943566984288,0.0047602275020928305,0.003983877539749321,0.012146584129740443,0.009785189612493563,0.002081171704659335,0.001620919347698607,0.0013350269623301006,0.003909972409621416,0.005475988877597274,0.006049581207097435,0.003410810862169454,0.004367420706813282,0.006739399686591522,0.0022487574847561767,0.002262578537966679,0.003897221270011451,0.006849195684454243,0.0021587268161084453,0.0016166424184368975,0.007828084101003056,0.002639394145022863,0.0066322371086866595,0.006294404832944175,0.001353101121280811,0.003934878375067358,0.010567795414911447,0.0007362178213815276,0.0018514199743825538,0.0021228145148811093,0.010303063183898788,0.007711576461418381,0.010864036413593256,0.009163938052473074,0.007173296060600491,0.005195516773380098,0.002738366491787017,0.009570763742190408,0.004017726385716794,0.008801447863925269,0.006296438522393447,0.009975020150334073,0.05621595777688783,0.00962836824906713,0.001023387349910422,0.001353745295647556,0.0032916833092692262
